epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
90,74.9729,0.71121,0.64511,1.07223,0.87241,0.52001,0.69304,0.36771,2.1716,1.90035,2.23403,7.93063e-05,7.93063e-05,7.93063e-05
91,109.844,0.70028,0.57921,1.08649,0.87241,0.52001,0.69304,0.36771,2.1716,1.90035,2.23403,7.2703e-05,7.2703e-05,7.2703e-05
92,110.618,0.74643,0.62496,1.06354,0.89005,0.5175,0.69304,0.36771,2.20322,1.92523,2.25031,6.60997e-05,6.60997e-05,6.60997e-05
93,111.341,0.74177,0.55836,1.07476,0.89005,0.5175,0.69304,0.36771,2.20322,1.92523,2.25031,5.94964e-05,5.94964e-05,5.94964e-05
94,112.081,0.67895,0.52788,1.01139,0.89541,0.52342,0.69304,0.36535,2.20477,1.89775,2.25305,5.28931e-05,5.28931e-05,5.28931e-05
95,112.827,0.7487,0.62976,1.11913,0.89541,0.52342,0.69304,0.36535,2.20477,1.89775,2.25305,4.62898e-05,4.62898e-05,4.62898e-05
96,113.598,0.76163,0.71735,1.12247,0.88678,0.53866,0.69304,0.36535,2.2175,1.87203,2.26233,3.96865e-05,3.96865e-05,3.96865e-05
97,114.412,0.73024,0.65627,1.04036,0.88678,0.53866,0.69304,0.36535,2.2175,1.87203,2.26233,3.30832e-05,3.30832e-05,3.30832e-05
98,115.177,0.68057,0.52252,1.02717,0.88757,0.54929,0.69304,0.36474,2.23906,1.89738,2.27724,2.64799e-05,2.64799e-05,2.64799e-05
99,115.915,0.66009,0.57669,1.01794,0.88757,0.54929,0.69304,0.36474,2.23906,1.89738,2.27724,1.98766e-05,1.98766e-05,1.98766e-05
100,116.703,0.67356,0.59326,1.03202,0.89281,0.55027,0.69304,0.36474,2.24408,1.88261,2.27945,1.32733e-05,1.32733e-05,1.32733e-05
